player_name,firstname,lastname,Player_Id,Team_Id,League
Christian Westerman,Christian,Westerman,593303,327,NFL
John Wetzel,John,Wetzel,498212,355,NFL
Markus Wheaton,Markus,Wheaton,498191,356,NFL
Philip Wheeler,Philip,Wheeler,215426,323,NFL
Corey White,Corey,White,459492,324,NFL
D.J. White,D.J.,White,691566,339,NFL
DeAndrew White,DeAndrew,White,557177,348,NFL
James White,James,White,556294,348,NFL
Kevin White,Kevin,White,728038,326,NFL
Melvin White,Melvin,White,468726,347,NFL
Cody Whitehair,Cody,Whitehair,605254,326,NFL
Jermaine Whitehead,Jermaine,Whitehead,593294,335,NFL
Lucky Whitehead,Lucky,Whitehead,729041,331,NFL
Tahir Whitehead,Tahir,Whitehead,469179,334,NFL
Nikita Whitlock,Nikita,Whitlock,500672,351,NFL
Donte Whitner,Donte,Whitner,216116,363,NFL
Fozzy Whittaker,Fozzy,Whittaker,381216,364,NFL
Andrew Whitworth,Andrew,Whitworth,158525,327,NFL
Cody Wichmann,Cody,Wichmann,562377,343,NFL
Cole Wick,Cole,Wick,704749,334,NFL
Kenny Wiggins,Kenny,Wiggins,387845,357,NFL
Kyle Wilber,Kyle,Wilber,397413,331,NFL
J.J. Wilcox,J.J.,Wilcox,518009,331,NFL
Brandon Wilds,Brandon,Wilds,604939,352,NFL
Matt Wile,Matt,Wile,606093,323,NFL
Vince Wilfork,Vince,Wilfork,246071,325,NFL
Michael Wilhoite,Michael,Wilhoite,473663,359,NFL
Muhammad Wilkerson,Muhammad,Wilkerson,469180,352,NFL
Aaron Williams,Aaron,Williams,460359,324,NFL
Andre Williams,Andre,Williams,553277,357,NFL
Antwione Williams,Antwione,Williams,605913,334,NFL
Brandon Williams,Brandon,Williams,540560,361,NFL
Brandon Williams,Brandon,Williams,653767,355,NFL
Brandon Williams,Brandon,Williams,694815,366,NFL
Bryce Williams,Bryce,Williams,609814,343,NFL
Damien Williams,Damien,Williams,691283,345,NFL
Dan Williams,Dan,Williams,300694,341,NFL
Darrell Williams,Darrell,Williams,606992,343,NFL
Daryl Williams,Daryl,Williams,542899,364,NFL
DeAngelo Williams,DeAngelo,Williams,216526,356,NFL
DeShawn Williams,DeShawn,Williams,602119,327,NFL
Dominique Williams,Dominique,Williams,608147,357,NFL
Frankie Williams,Frankie,Williams,606506,338,NFL
Isaiah Williams,Isaiah,Williams,602957,363,NFL
Ishaq Williams,Ishaq,Williams,592910,351,NFL
Jonathan Williams,Jonathan,Williams,693837,324,NFL
Karlos Williams,Karlos,Williams,605426,356,NFL
Kasen Williams,Kasen,Williams,608025,361,NFL
Kerwynn Williams,Kerwynn,Williams,507683,355,NFL
Kyle Williams,Kyle,Williams,216860,324,NFL
Leonard Williams,Leonard,Williams,691071,352,NFL
Marcus Williams,Marcus,Williams,559857,352,NFL
Mario Williams,Mario,Williams,215657,345,NFL
Maxx Williams,Maxx,Williams,651658,366,NFL
Michael Williams,Michael,Williams,465625,348,NFL
Nick Williams,Nick,Williams,459747,345,NFL
Nick Williams,Nick,Williams,511823,323,NFL
P.J. Williams,P.J.,Williams,691535,350,NFL
Shawn Williams,Shawn,Williams,512112,327,NFL
Sylvester Williams,Sylvester,Williams,592507,332,NFL
Teddy Williams,Teddy,Williams,556603,364,NFL
Terrance Williams,Terrance,Williams,460107,331,NFL
Tourek Williams,Tourek,Williams,514227,357,NFL
Tramon Williams,Tramon,Williams,231508,329,NFL
Trent Williams,Trent,Williams,333274,363,NFL
Trevor Williams,Trevor,Williams,697698,357,NFL
Tyrell Williams,Tyrell,Williams,618715,357,NFL
Vince Williams,Vince,Williams,447178,356,NFL
Wendall Williams,Wendall,Williams,915171,325,NFL
Xavier Williams,Xavier,Williams,552438,355,NFL
Jordan Williams-Lambert,Jordan,Williams-Lambert,652431,350,NFL
Andrew Williamson,Andrew,Williamson,607430,338,NFL
Avery Williamson,Avery,Williamson,557814,336,NFL
Luke Willson,Luke,Willson,466869,361,NFL
Albert Wilson,Albert,Wilson,556955,339,NFL
C.J. Wilson,C.J.,Wilson,297414,326,NFL
Damien Wilson,Damien,Wilson,728266,331,NFL
Jarrod Wilson,Jarrod,Wilson,651969,365,NFL
Kyle Wilson,Kyle,Wilson,303987,350,NFL
Marquess Wilson,Marquess,Wilson,560213,326,NFL
Ramik Wilson,Ramik,Wilson,607110,339,NFL
Russell Wilson,Russell,Wilson,401534,361,NFL
Tavon Wilson,Tavon,Wilson,463943,334,NFL
James Winchester,James,Winchester,472623,339,NFL
Mike Windt,Mike,Windt,331812,357,NFL
Brad Wing,Brad,Wing,540529,351,NFL
Billy Winn,Billy,Winn,381799,332,NFL
George Winn,George,Winn,448253,351,NFL
Eric Winston,Eric,Winston,216454,327,NFL
Glenn Winston,Glenn,Winston,464275,329,NFL
Jameis Winston,Jameis,Winston,691536,362,NFL
Brian Winters,Brian,Winters,506544,352,NFL
Stefen Wisniewski,Stefen,Wisniewski,406185,354,NFL
Jason Witten,Jason,Witten,184571,331,NFL
Bryan Witzmann,Bryan,Witzmann,520904,339,NFL
Derek Wolfe,Derek,Wolfe,448254,332,NFL
Eric Wood,Eric,Wood,285723,324,NFL
Jonathan Woodard,Jonathan,Woodard,601654,365,NFL
Danny Woodhead,Danny,Woodhead,337490,357,NFL
Josh Woodrum,Josh,Woodrum,611616,326,NFL
Al Woods,Al,Woods,323244,336,NFL
Robert Woods,Robert,Woods,555693,324,NFL
Wesley Woodyard,Wesley,Woodyard,267050,336,NFL
Daryl Worley,Daryl,Worley,739699,364,NFL
Paul Worrilow,Paul,Worrilow,507354,323,NFL
Jerel Worthy,Jerel,Worthy,464291,324,NFL
Gabe Wright,Gabe,Wright,593306,329,NFL
James Wright,James,Wright,540531,327,NFL
Jarius Wright,Jarius,Wright,465652,347,NFL
K.J. Wright,K.J.,Wright,400107,361,NFL
Kendall Wright,Kendall,Wright,459364,336,NFL
Shareece Wright,Shareece,Wright,322844,366,NFL
Tim Wright,Tim,Wright,464779,334,NFL
Scooby Wright III,Scooby,Wright III,751295,329,NFL
Connor Wujciak,Connor,Wujciak,605404,354,NFL
Dylan Wynn,Dylan,Wynn,607882,329,NFL
Kerry Wynn,Kerry,Wynn,500183,351,NFL
Shane Wynn,Shane,Wynn,609076,365,NFL
Marshal Yanda,Marshal,Yanda,285101,366,NFL
David Yankey,David,Yankey,553111,364,NFL
T.J. Yeldon,T.J.,Yeldon,651103,365,NFL
Avery Young,Avery,Young,683397,350,NFL
Lou Young,Lou,Young,553598,364,NFL
Sam Young,Sam,Young,334896,345,NFL
Tavon Young,Tavon,Young,692390,366,NFL
Willie Young,Willie,Young,262586,326,NFL
Kevin Zeitler,Kevin,Zeitler,463277,327,NFL
Zach Zenner,Zach,Zenner,568874,334,NFL
Anthony Zettel,Anthony,Zettel,609502,334,NFL
Frank Zombo,Frank,Zombo,287527,339,NFL
Greg Zuerlein,Greg,Zuerlein,558684,343,NFL
Jeremy Zuttah,Jeremy,Zuttah,267649,366,NFL
Doug McDermott,Doug,McDermott,554804,4,NBA
Lance Thomas,Lance,Thomas,329890,18,NBA
Willie Reed,Willie,Reed,469333,14,NBA
Myles Turner,Myles,Turner,843762,11,NBA
Terrence Jones,Terrence,Jones,553573,3,NBA
Tony Parker,Tony,Parker,3508,24,NBA
Joe Johnson,Joe,Johnson,3501,26,NBA
Paul Zipser,Paul,Zipser,920098,4,NBA
Al-Farouq Aminu,Al-Farouq,Aminu,457688,22,NBA
Deron Williams,Deron,Williams,172537,6,NBA
Paul George,Paul,George,469218,11,NBA
T.J. Warren,T.J.,Warren,660085,21,NBA
C.J. Miles,C.J.,Miles,292394,11,NBA
Chandler Parsons,Chandler,Parsons,400599,29,NBA
Montrezl Harrell,Montrezl,Harrell,698651,10,NBA
Cody Zeller,Cody,Zeller,602028,5312,NBA
Dirk Nowitzki,Dirk,Nowitzki,3234,6,NBA
Michael Carter-Williams,Michael,Carter-Williams,609790,4,NBA
Treveon Graham,Treveon,Graham,609818,5312,NBA
Alexis Ajinca,Alexis,Ajinca,456449,3,NBA
Damian Jones,Damian,Jones,745922,9,NBA
Wayne Ellington,Wayne,Ellington,329670,14,NBA
Andrew Bogut,Andrew,Bogut,229912,6,NBA
D'Angelo Russell,D'Angelo,Russell,844038,13,NBA
Ian Mahinmi,Ian,Mahinmi,292393,27,NBA
Jeremy Lamb,Jeremy,Lamb,552980,5312,NBA
Ben Simmons,Ben,Simmons,886391,20,NBA
Frank Kaminsky,Frank,Kaminsky,606731,5312,NBA
James Ennis,James,Ennis,602135,29,NBA
Nicolas Laprovittola,Nicolas,Laprovittola,661006,24,NBA
Otto Porter,Otto,Porter,609256,27,NBA
Cameron Payne,Cameron,Payne,792338,25,NBA
Tiago Splitter,Tiago,Splitter,393436,1,NBA
Caris LeVert,Caris,LeVert,698991,17,NBA
Devin Harris,Devin,Harris,65820,6,NBA
Brice Johnson,Brice,Johnson,697023,12,NBA
Brandan Wright,Brandan,Wright,329675,29,NBA
Chris Bosh,Chris,Bosh,172631,14,NBA
Khris Middleton,Khris,Middleton,512053,15,NBA
Tyreke Evans,Tyreke,Evans,464841,3,NBA
Quincy Pondexter,Quincy,Pondexter,329825,3,NBA
Jodie Meeks,Jodie,Meeks,329862,19,NBA
Festus Ezeli,Festus,Ezeli,417020,22,NBA
Delon Wright,Delon,Wright,744102,28,NBA
Alec Burks,Alec,Burks,512995,26,NBA
Christian Wood,Christian,Wood,750924,5312,NBA
George Hill,George,Hill,277552,26,NBA
Jeremy Lin,Jeremy,Lin,340730,17,NBA
Jared Sullinger,Jared,Sullinger,552403,28,NBA
Nerlens Noel,Nerlens,Noel,699947,20,NBA
Mike Scott,Mike,Scott,398034,1,NBA
Joakim Noah,Joakim,Noah,263220,18,NBA
Nikola Pekovic,Nikola,Pekovic,456452,16,NBA
Gary Harris,Gary,Harris,712593,7,NBA
Dewayne Dedmon,Dewayne,Dedmon,606642,24,NBA
Derrick Favors,Derrick,Favors,502808,26,NBA
Justise Winslow,Justise,Winslow,842298,14,NBA
J.J. Barea,J.J.,Barea,173520,6,NBA
Reggie Jackson,Reggie,Jackson,462444,8,NBA
Jordan Mickey,Jordan,Mickey,745825,2,NBA
Justin Anderson,Justin,Anderson,697982,6,NBA
Tobias Harris,Tobias,Harris,552523,8,NBA
Maurice Harkless,Maurice,Harkless,609843,22,NBA
Isaiah Canaan,Isaiah,Canaan,509094,4,NBA
Karl-Anthony Towns,Karl-Anthony,Towns,837030,16,NBA
Jakob Poeltl,Jakob,Poeltl,844478,28,NBA
Kawhi Leonard,Kawhi,Leonard,512591,24,NBA
Brian Roberts,Brian,Roberts,263565,5312,NBA
Rudy Gay,Rudy,Gay,266358,23,NBA
Trey Lyles,Trey,Lyles,845596,26,NBA
Kris Humphries,Kris,Humphries,229649,1,NBA
James Harden,James,Harden,395388,10,NBA
J.R. Smith,J.R.,Smith,253997,5,NBA
Chris Andersen,Chris,Andersen,75344,5,NBA
Giannis Antetokounmpo,Giannis,Antetokounmpo,739957,15,NBA
Lavoy Allen,Lavoy,Allen,402984,11,NBA
Russell Westbrook,Russell,Westbrook,329830,25,NBA
Tyler Zeller,Tyler,Zeller,462461,2,NBA
Nene Hilario,Nene,Hilario,168013,10,NBA
Raymond Felton,Raymond,Felton,174063,12,NBA
Kevin Durant,Kevin,Durant,329525,9,NBA
Cheick Diallo,Cheick,Diallo,887902,3,NBA
Serge Ibaka,Serge,Ibaka,456450,19,NBA
Dante Exum,Dante,Exum,830636,26,NBA
Tim Hardaway Jr.,Tim,Hardaway Jr.,551771,1,NBA
Monta Ellis,Monta,Ellis,292397,11,NBA
Seth Curry,Seth,Curry,463135,6,NBA
Brook Lopez,Brook,Lopez,330047,17,NBA
Bismack Biyombo,Bismack,Biyombo,599797,19,NBA
Marcus Morris,Marcus,Morris,469089,8,NBA
Danny Green,Danny,Green,295922,24,NBA
Darrell Arthur,Darrell,Arthur,330347,7,NBA
Dorian Finney-Smith,Dorian,Finney-Smith,606701,6,NBA
Patrick Beverley,Patrick,Beverley,332691,10,NBA
Jordan Clarkson,Jordan,Clarkson,551975,13,NBA
Tomas Satoransky,Tomas,Satoransky,659772,27,NBA
Marreese Speights,Marreese,Speights,330421,12,NBA
Metta World Peace,Metta,World Peace,3321,13,NBA
Ian Clark,Ian,Clark,504523,9,NBA
Alex Abrines,Alex,Abrines,739963,25,NBA
Omri Casspi,Omri,Casspi,503779,23,NBA
Tim Frazier,Tim,Frazier,513606,3,NBA
Bruno Caboclo,Bruno,Caboclo,830646,28,NBA
Hollis Thompson,Hollis,Thompson,513268,20,NBA
Sam Dekker,Sam,Dekker,691518,10,NBA
Aaron Gordon,Aaron,Gordon,748788,19,NBA
Nik Stauskas,Nik,Stauskas,698985,20,NBA
Nick Collison,Nick,Collison,57819,25,NBA
Jusuf Nurkic,Jusuf,Nurkic,830642,7,NBA
Andre Drummond,Andre,Drummond,614746,8,NBA
Ersan Ilyasova,Ersan,Ilyasova,292396,20,NBA
Al Horford,Al,Horford,280587,2,NBA
Kyle O'Quinn,Kyle,O'Quinn,483372,18,NBA
Georges Niang,Georges,Niang,679381,11,NBA
Dante Cunningham,Dante,Cunningham,295799,3,NBA
LaMarcus Aldridge,LaMarcus,Aldridge,266554,24,NBA
Kelly Olynyk,Kelly,Olynyk,514882,2,NBA
Lou Williams,Lou,Williams,292401,13,NBA
Boris Diaw,Boris,Diaw,214157,26,NBA
Alonzo Gee,Alonzo,Gee,296605,7,NBA
Andre Iguodala,Andre,Iguodala,173004,9,NBA
Jaylen Brown,Jaylen,Brown,883436,2,NBA
Bobby Portis,Bobby,Portis,750703,4,NBA
DeAndre Jordan,DeAndre,Jordan,398142,12,NBA
Timothe Luwawu-Cabarrot,Timothe,Luwawu-Cabarrot,920091,20,NBA
Will Barton,Will,Barton,551760,7,NBA
Jason Smith,Jason,Smith,263894,27,NBA
Jordan McRae,Jordan,McRae,552530,5,NBA
Demetrius Jackson,Demetrius,Jackson,746335,2,NBA
Al Jefferson,Al,Jefferson,253995,11,NBA
Nikola Jokic,Nikola,Jokic,830650,7,NBA
Semaj Christon,Semaj,Christon,660282,25,NBA
Avery Bradley,Avery,Bradley,513607,2,NBA
Jonas Valanciunas,Jonas,Valanciunas,599780,28,NBA
Ron Baker,Ron,Baker,618971,18,NBA
Chris McCullough,Chris,McCullough,851153,17,NBA
Iman Shumpert,Iman,Shumpert,457186,5,NBA
Stephen Zimmerman Jr.,Stephen,Zimmerman Jr.,892930,19,NBA
Skal Labissiere,Skal,Labissiere,891349,23,NBA
Bradley Beal,Bradley,Beal,606912,27,NBA
Bryn Forbes,Bryn,Forbes,699093,24,NBA
Marcus Smart,Marcus,Smart,697132,2,NBA
Juancho Hernangomez,Juancho,Hernangomez,920082,7,NBA
P.J. Tucker,P.J.,Tucker,229602,21,NBA
Austin Rivers,Austin,Rivers,601139,12,NBA
Rudy Gobert,Rudy,Gobert,739960,26,NBA
Kyrie Irving,Kyrie,Irving,551768,5,NBA
Nicolas Brussino,Nicolas,Brussino,922594,6,NBA
Michael Gbinije,Michael,Gbinije,601142,8,NBA
Dennis Schroder,Dennis,Schroder,739958,1,NBA
Trey Burke,Trey,Burke,605708,27,NBA
Domantas Sabonis,Domantas,Sabonis,850111,25,NBA
Nick Young,Nick,Young,263228,13,NBA
Norman Powell,Norman,Powell,609861,28,NBA
Markieff Morris,Markieff,Morris,469085,27,NBA
Ed Davis,Ed,Davis,462458,22,NBA
Gerald Henderson,Gerald,Henderson,329887,20,NBA
Marquese Chriss,Marquese,Chriss,884141,21,NBA
Luc Richard Mbah a Moute,Luc Richard,Mbah a Moute,295436,12,NBA
Marcus Thornton,Marcus,Thornton,398590,27,NBA
David Lee,David,Lee,65840,24,NBA
Alex Len,Alex,Len,616982,21,NBA
Anthony Tolliver,Anthony,Tolliver,229905,23,NBA
Aaron Brooks,Aaron,Brooks,229726,11,NBA
Kevon Looney,Kevon,Looney,846499,9,NBA
Joel Bolomboy,Joel,Bolomboy,679722,26,NBA
Damjan Rudez,Damjan,Rudez,833017,19,NBA
Blake Griffin,Blake,Griffin,399725,12,NBA
Andrew Nicholson,Andrew,Nicholson,462970,27,NBA
Derrick Williams,Derrick,Williams,509168,14,NBA
Rodney Hood,Rodney,Hood,603106,26,NBA
Julius Randle,Julius,Randle,786412,13,NBA
Pau Gasol,Pau,Gasol,3494,24,NBA
Kosta Koufos,Kosta,Koufos,398066,23,NBA
Victor Oladipo,Victor,Oladipo,553166,25,NBA
Mike Muscala,Mike,Muscala,520388,1,NBA
Malcolm Delaney,Malcolm,Delaney,401629,1,NBA
C.J. Wilcox,C.J.,Wilcox,509350,19,NBA
Jon Leuer,Jon,Leuer,398090,8,NBA
Pascal Siakam,Pascal,Siakam,853408,28,NBA
Jonathon Simmons,Jonathon,Simmons,553548,24,NBA
Richard Jefferson,Richard,Jefferson,3504,5,NBA
Manu Ginobili,Manu,Ginobili,3361,24,NBA
Tyler Johnson,Tyler,Johnson,571786,14,NBA
Eric Gordon,Eric,Gordon,401085,10,NBA
Danilo Gallinari,Danilo,Gallinari,456448,7,NBA
Jonathan Gibson,Jonathan,Gibson,333196,6,NBA
Raul Neto,Raul,Neto,739966,26,NBA
Amir Johnson,Amir,Johnson,292407,2,NBA
Aaron Harrison,Aaron,Harrison,786407,5312,NBA
Dwight Powell,Dwight,Powell,552309,6,NBA
Marc Gasol,Marc,Gasol,393441,29,NBA
Elfrid Payton,Elfrid,Payton,608661,19,NBA
Ty Lawson,Ty,Lawson,329672,23,NBA
Georgios Papagiannis,Georgios,Papagiannis,920078,23,NBA
Darren Collison,Darren,Collison,295432,23,NBA
Nikola Mirotic,Nikola,Mirotic,599809,4,NBA
Sergio Rodriguez,Sergio,Rodriguez,329189,20,NBA
Matthew Dellavedova,Matthew,Dellavedova,531447,15,NBA
Kyle Korver,Kyle,Korver,58293,1,NBA
Davis Bertans,Davis,Bertans,599814,24,NBA
Thomas Robinson,Thomas,Robinson,513057,13,NBA
Richaun Holmes,Richaun,Holmes,695069,20,NBA
Wilson Chandler,Wilson,Chandler,295941,7,NBA
Andrew Harrison,Andrew,Harrison,786409,29,NBA
Deyonta Davis,Deyonta,Davis,891177,29,NBA
Trevor Booker,Trevor,Booker,330453,17,NBA
Jeff Green,Jeff,Green,266367,19,NBA
Harrison Barnes,Harrison,Barnes,552336,6,NBA
K.J. McDaniels,K.J.,McDaniels,604734,10,NBA
Arron Afflalo,Arron,Afflalo,263229,23,NBA
Garrett Temple,Garrett,Temple,263903,23,NBA
Jahlil Okafor,Jahlil,Okafor,842301,20,NBA
Malik Beasley,Malik,Beasley,879503,7,NBA
J.J. Redick,J.J.,Redick,172643,12,NBA
Mason Plumlee,Mason,Plumlee,510790,22,NBA
Joe Ingles,Joe,Ingles,553306,26,NBA
James Jones,James,Jones,58360,5,NBA
Mindaugas Kuzminskas,Mindaugas,Kuzminskas,639284,18,NBA
Bobby Brown,Bobby,Brown,242307,10,NBA
Randy Foye,Randy,Foye,172692,17,NBA
Sean Kilpatrick,Sean,Kilpatrick,511055,17,NBA
Kyle Wiltjer,Kyle,Wiltjer,603098,10,NBA
Dragan Bender,Dragan,Bender,920066,21,NBA
JaMychal Green,JaMychal,Green,460833,29,NBA
Brandon Bass,Brandon,Bass,229792,12,NBA
Glenn Robinson III,Glenn,Robinson III,698979,11,NBA
Langston Galloway,Langston,Galloway,551321,3,NBA
Steven Adams,Steven,Adams,679478,25,NBA
Alan Anderson,Alan,Anderson,66858,12,NBA
Buddy Hield,Buddy,Hield,697086,3,NBA
C.J. Watson,C.J.,Watson,174025,19,NBA
Ricky Rubio,Ricky,Rubio,503689,16,NBA
Maurice Ndour,Maurice,Ndour,793447,18,NBA
R.J. Hunter,R.J.,Hunter,691716,4,NBA
DeAndre Liggins,DeAndre,Liggins,469487,5,NBA
Anthony Morrow,Anthony,Morrow,263899,25,NBA
E'Twaun Moore,E'Twaun,Moore,398424,3,NBA
Rashad Vaughn,Rashad,Vaughn,847010,15,NBA
Rajon Rondo,Rajon,Rondo,262882,4,NBA
James Michael McAdoo,James Michael,McAdoo,609569,9,NBA
Mike Conley,Mike,Conley,329468,29,NBA
John Jenkins,John,Jenkins,509472,21,NBA
Anderson Varejao,Anderson,Varejao,254009,9,NBA
Wade Baldwin IV,Wade,Baldwin IV,845888,29,NBA
Henry Ellenson,Henry,Ellenson,882284,8,NBA
Tarik Black,Tarik,Black,551761,13,NBA
Jake Layman,Jake,Layman,698664,22,NBA
Enes Kanter,Enes,Kanter,553574,25,NBA
Wesley Johnson,Wesley,Johnson,329544,12,NBA
Justin Hamilton,Justin,Hamilton,458718,17,NBA
Kyle Singler,Kyle,Singler,398428,25,NBA
Aron Baynes,Aron,Baynes,296379,8,NBA
Clint Capela,Clint,Capela,830647,10,NBA
DeMarcus Cousins,DeMarcus,Cousins,509450,23,NBA
Noah Vonleh,Noah,Vonleh,786397,22,NBA
Willy Hernangomez,Willy,Hernangomez,840567,18,NBA
Troy Daniels,Troy,Daniels,513526,29,NBA
Trevor Ariza,Trevor,Ariza,229738,10,NBA
Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,603095,5312,NBA
Jae Crowder,Jae,Crowder,552381,2,NBA
Sheldon McClellan,Sheldon,McClellan,617257,27,NBA
Josh Richardson,Josh,Richardson,604288,14,NBA
Nicolas Batum,Nicolas,Batum,456451,5312,NBA
Roy Hibbert,Roy,Hibbert,266369,5312,NBA
Allen Crabbe,Allen,Crabbe,548610,22,NBA
Danuel House,Danuel,House,692110,27,NBA
Anthony Davis,Anthony,Davis,603096,3,NBA
Malcolm Brogdon,Malcolm,Brogdon,601146,15,NBA
Tony Allen,Tony,Allen,172922,29,NBA
Alan Williams,Alan,Williams,607118,21,NBA
JaVale McGee,JaVale,McGee,333212,9,NBA
Luis Scola,Luis,Scola,168061,17,NBA
Jeff Withey,Jeff,Withey,457334,26,NBA
Miles Plumlee,Miles,Plumlee,467271,15,NBA
Jonas Jerebko,Jonas,Jerebko,503807,2,NBA
DeMar DeRozan,DeMar,DeRozan,457594,28,NBA
Patty Mills,Patty,Mills,411562,24,NBA
James Young,James,Young,786406,2,NBA
Tony Snell,Tony,Snell,550991,15,NBA
Solomon Hill,Solomon,Hill,509169,3,NBA
Anthony Bennett,Anthony,Bennett,703474,17,NBA
Mo Williams,Mo,Williams,65834,5,NBA
Mirza Teletovic,Mirza,Teletovic,639311,15,NBA
Joel Embiid,Joel,Embiid,794508,20,NBA
Jeff Teague,Jeff,Teague,398043,11,NBA
Brandon Ingram,Brandon,Ingram,887665,13,NBA
Sasha Vujacic,Sasha,Vujacic,254006,18,NBA
Kay Felder,Kay,Felder,789776,5,NBA
A.J. Hammons,A.J.,Hammons,691488,6,NBA
Jerryd Bayless,Jerryd,Bayless,395391,20,NBA
Kyle Anderson,Kyle,Anderson,697720,24,NBA
Josh McRoberts,Josh,McRoberts,295927,14,NBA
Ben McLemore,Ben,McLemore,604898,23,NBA
Cory Joseph,Cory,Joseph,552805,28,NBA
Meyers Leonard,Meyers,Leonard,550131,22,NBA
Cole Aldrich,Cole,Aldrich,398443,16,NBA
Thaddeus Young,Thaddeus,Young,329683,11,NBA
Marcin Gortat,Marcin,Gortat,292408,27,NBA
Kyle Lowry,Kyle,Lowry,266394,28,NBA
Tim Quarterman,Tim,Quarterman,745827,22,NBA
Brandon Jennings,Brandon,Jennings,478196,18,NBA
Anthony Brown,Anthony,Brown,552305,3,NBA
Kent Bazemore,Kent,Bazemore,410764,1,NBA
Marcelo Huertas,Marcelo,Huertas,553779,13,NBA
Ryan Kelly,Ryan,Kelly,510784,1,NBA
Pat Connaughton,Pat,Connaughton,601514,22,NBA
Tyler Ulis,Tyler,Ulis,845574,21,NBA
Shabazz Muhammad,Shabazz,Muhammad,697722,16,NBA
John Henson,John,Henson,502871,15,NBA
Tristan Thompson,Tristan,Thompson,552806,5,NBA
Brandon Knight,Brandon,Knight,553575,21,NBA
Kevin Love,Kevin,Love,395374,5,NBA
Derrick Jones Jr.,Derrick,Jones Jr.,892925,21,NBA
Jamal Murray,Jamal,Murray,891352,7,NBA
Jerami Grant,Jerami,Grant,699826,25,NBA
Hassan Whiteside,Hassan,Whiteside,513234,14,NBA
Luke Babbitt,Luke,Babbitt,462071,14,NBA
Salah Mejri,Salah,Mejri,555263,6,NBA
Terry Rozier,Terry,Rozier,786293,2,NBA
Diamond Stone,Diamond,Stone,887920,12,NBA
C.J. McCollum,C.J.,McCollum,522878,22,NBA
Kenneth Faried,Kenneth,Faried,411111,7,NBA
Rakeem Christmas,Rakeem,Christmas,609792,11,NBA
Jameer Nelson,Jameer,Nelson,61934,7,NBA
Brandon Rush,Brandon,Rush,303807,16,NBA
Andrew Wiggins,Andrew,Wiggins,794503,16,NBA
Jordan Hill,Jordan,Hill,329711,16,NBA
DeAndre' Bembry,DeAndre',Bembry,795428,1,NBA
Joe Young,Joe,Young,553721,11,NBA
Kristaps Porzingis,Kristaps,Porzingis,877869,18,NBA
Taj Gibson,Taj,Gibson,330057,4,NBA
Daniel Ochefu,Daniel,Ochefu,697949,27,NBA
Dwight Howard,Dwight,Howard,253975,1,NBA
Jarell Martin,Jarell,Martin,744245,29,NBA
Willie Cauley-Stein,Willie,Cauley-Stein,699950,23,NBA
Marvin Williams,Marvin,Williams,263884,5312,NBA
Carmelo Anthony,Carmelo,Anthony,172890,18,NBA
Yogi Ferrell,Yogi,Ferrell,698635,17,NBA
Kelly Oubre Jr.,Kelly,Oubre Jr.,843271,27,NBA
Channing Frye,Channing,Frye,65871,5,NBA
Nikola Vucevic,Nikola,Vucevic,457598,19,NBA
Marshall Plumlee,Marshall,Plumlee,601143,18,NBA
Mario Hezonja,Mario,Hezonja,840595,19,NBA
Greg Monroe,Greg,Monroe,467468,15,NBA
Gordon Hayward,Gordon,Hayward,477667,26,NBA
Evan Turner,Evan,Turner,398068,22,NBA
Kris Dunn,Kris,Dunn,698968,16,NBA
Josh Huestis,Josh,Huestis,552307,25,NBA
Isaiah Thomas,Isaiah,Thomas,457605,2,NBA
Rodney Stuckey,Rodney,Stuckey,278110,11,NBA
Reggie Bullock,Reggie,Bullock,552335,8,NBA
Justin Holiday,Justin,Holiday,395365,18,NBA
Jason Terry,Jason,Terry,3315,15,NBA
Robin Lopez,Robin,Lopez,330050,4,NBA
Udonis Haslem,Udonis,Haslem,226806,14,NBA
Klay Thompson,Klay,Thompson,457611,9,NBA
Bojan Bogdanovic,Bojan,Bogdanovic,599812,17,NBA
Taurean Prince,Taurean,Prince,696209,1,NBA
Corey Brewer,Corey,Brewer,263217,10,NBA
Zach Randolph,Zach,Randolph,3512,29,NBA
Patrick McCaw,Patrick,McCaw,847005,9,NBA
James Johnson,James,Johnson,398037,14,NBA
Ivica Zubac,Ivica,Zubac,920093,13,NBA
Isaiah Whitehead,Isaiah,Whitehead,843834,17,NBA
Jrue Holiday,Jrue,Holiday,457576,3,NBA
Lucas Nogueira,Lucas,Nogueira,639296,28,NBA
Kemba Walker,Kemba,Walker,462980,5312,NBA
John Wall,John,Wall,509456,27,NBA
Stephen Curry,Stephen,Curry,338365,9,NBA
David West,David,West,57934,9,NBA
Kentavious Caldwell-Pope,Kentavious,Caldwell-Pope,602730,8,NBA
Gorgui Dieng,Gorgui,Dieng,553158,16,NBA
Eric Bledsoe,Eric,Bledsoe,509449,21,NBA
Jamal Crawford,Jamal,Crawford,3388,12,NBA
Shabazz Napier,Shabazz,Napier,552982,22,NBA
Dion Waiters,Dion,Waiters,552007,14,NBA
Jerian Grant,Jerian,Grant,552319,4,NBA
Zaza Pachulia,Zaza,Pachulia,214168,9,NBA
Zach LaVine,Zach,LaVine,743777,16,NBA
T.J. McConnell,T.J.,McConnell,551787,20,NBA
